dataBuffer[0], 0x0E,
dataBuffer[1], 0x1E,
dataBuffer[2], 0xDC,
dataBuffer[3], 0x14,
dataBuffer[4], 0x1B,
dataBuffer[5], 0x9F,
dataBuffer[6], 0x2B,
dataBuffer[7], 0xBA,
dataBuffer[8], 0xF5,
dataBuffer[9], 0x50,
dataBuffer[10], 0x04,
dataBuffer[11], 0x94,
dataBuffer[12], 0xD9,
dataBuffer[13], 0x21,
dataBuffer[14], 0xFF,
dataBuffer[15], 0xF7,
dataBuffer[16], 0xFA,
dataBuffer[17], 0x88,
